,stnode,endnode,osmid,oneway,ref,tunnel,maxspeed,lanes,length,service,bridge,highway,junction,access,name,geometry
0,567924681,1934771035,820923407,False,,,60,,69.433,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.8767312 -19.8504692, 34.8773655 -19.8502849)"
1,567924681,4095037852,44785078,True,,,,,69.485,,,tertiary,,,,"LINESTRING (34.8767312 -19.8504692, 34.8764243 -19.8505868, 34.8763052 -19.8506415, 34.8761365 -19.8507433)"
2,567924698,3328284864,326208102,False,,,,,132.19299999999998,,,residential,,,,"LINESTRING (34.8940102 -19.7972442, 34.8935938 -19.7976561, 34.8933136 -19.7978781, 34.8931231 -19.7980876)"
3,567924698,4057352807,839392845,False,,,60,,685.313,,,tertiary,,,Rua Carlos Pereira,"LINESTRING (34.8940102 -19.7972442, 34.8951946 -19.7983556, 34.8957874 -19.7987446, 34.8963846 -19.799122, 34.8985594 -19.8004784, 34.8992401 -19.8009191)"
4,567924698,5637982031,839392845,False,,,60,,223.62099999999998,,,tertiary,,,Rua Carlos Pereira,"LINESTRING (34.8940102 -19.7972442, 34.8927394 -19.7960481, 34.8924928 -19.795828)"
5,567924713,4057352814,44794760,False,,,60,,27.138,,,secondary,,,Rua Carlos Pereira,"LINESTRING (34.8997959 -19.8012607, 34.9000083 -19.8014008)"
6,567924713,7832946827,403385263,True,,,,,12.278,,,service,,,,"LINESTRING (34.8997959 -19.8012607, 34.8997634 -19.8011546)"
7,567924713,5637926568,839392844,False,,,60,,47.201,,,tertiary,,,Rua Carlos Pereira,"LINESTRING (34.8997959 -19.8012607, 34.8994165 -19.801031)"
8,567924713,6354949553,326208118,False,,,,,65.627,,,residential,,,,"LINESTRING (34.8997959 -19.8012607, 34.8997436 -19.801378, 34.8997083 -19.8018398)"
9,567924714,6360551055,403385271,False,,,,,56.206,,,service,,,,"LINESTRING (34.9005242 -19.7984746, 34.9000092 -19.7983307)"
10,567924714,6360551063,786435165,True,,,,,10.619,,,service,,,,"LINESTRING (34.9005242 -19.7984746, 34.9006221 -19.7984998)"
11,567924716,4057352773,52018518,True,,,,,25.964,,,service,,,,"LINESTRING (34.9029918 -19.7991005, 34.9029341 -19.7993276)"
12,567924716,4057352771,"[403385245, 786446725]",False,,,,,87.014,,,service,,no,,"LINESTRING (34.9029918 -19.7991005, 34.9033459 -19.7991837, 34.9037978 -19.7992935)"
13,567924719,4057352763,786435165,True,,,,,23.262,,,service,,,,"LINESTRING (34.9002814 -19.7993175, 34.9003445 -19.7991169)"
14,567929911,5632850501,44785315,True,,,,,49.296,,,tertiary,,,,"LINESTRING (34.8556853 -19.848007, 34.8552152 -19.847975)"
15,567929911,1934753652,52014468,False,,,,,36.477,,,tertiary,,,,"LINESTRING (34.8556853 -19.848007, 34.8558516 -19.8480353, 34.8560287 -19.8480643)"
16,567929915,1833313105,590153115,False,,,,,38.836,,,tertiary,,,Avenida das FPLM,"LINESTRING (34.8723328 -19.8510239, 34.8719648 -19.8509773)"
17,567929915,5647423834,44785083,True,,,,,154.088,,,tertiary,,,,"LINESTRING (34.8723328 -19.8510239, 34.8734716 -19.8510354, 34.873806 -19.8510394)"
18,567929915,567929917,479363812,False,,,,,232.30400000000003,,,tertiary,,,Avenida das FPLM,"LINESTRING (34.8723328 -19.8510239, 34.8729745 -19.8511215, 34.8745304 -19.8513266)"
19,567929916,567929928,473659365,False,,,,,65.822,,,tertiary,,,,"LINESTRING (34.8748553 -19.851031, 34.8754527 -19.8508448)"
20,567929916,567929917,44785094,True,,,,,49.528000000000006,,,tertiary,,,,"LINESTRING (34.8748553 -19.851031, 34.8746851 -19.8511032, 34.8746301 -19.8511511, 34.8745832 -19.8512218, 34.8745304 -19.8513266)"
21,567929917,567929931,479363810,False,,,,,174.776,,,residential,,,Avenida das FPLM,"LINESTRING (34.8745304 -19.8513266, 34.8753758 -19.8514255, 34.8761912 -19.8514994)"
22,567929917,567929915,479363812,False,,,,,232.30400000000003,,,tertiary,,,Avenida das FPLM,"LINESTRING (34.8745304 -19.8513266, 34.8729745 -19.8511215, 34.8723328 -19.8510239)"
23,567929920,4095037852,44785076,True,,,,,24.215000000000003,,,tertiary,roundabout,,,"LINESTRING (34.8760621 -19.8505504, 34.8761039 -19.850588, 34.8761317 -19.8506358, 34.876143 -19.8506892, 34.8761365 -19.8507433)"
24,567929920,567924681,44785077,True,,,,,70.626,,,tertiary,,,,"LINESTRING (34.8760621 -19.8505504, 34.876277 -19.850533, 34.8764025 -19.8505229, 34.8767312 -19.8504692)"
25,567929922,567929927,44785076,True,,,,,5.51,,,tertiary,roundabout,,,"LINESTRING (34.8757849 -19.8506145, 34.8758154 -19.8505741)"
26,567929924,567929928,44785084,True,,,,,42.289,,,tertiary,,,,"LINESTRING (34.875857 -19.8508504, 34.8754527 -19.8508448)"
27,567929924,567929922,44785076,True,,,,,29.978,,,tertiary,roundabout,,,"LINESTRING (34.875857 -19.8508504, 34.8758126 -19.8508163, 34.875781 -19.8507713, 34.8757652 -19.8507195, 34.8757665 -19.8506656, 34.8757849 -19.8506145)"
28,567929925,1934771034,44785079,False,,,,,20.379,,,residential,,,,"LINESTRING (34.8758303 -19.8502816, 34.8757738 -19.8501062)"
29,567929925,567929926,44785080,True,,,,,31.494,,,residential,,,,"LINESTRING (34.8758303 -19.8502816, 34.8759902 -19.8505216)"
30,567929926,567929920,44785076,True,,,,,8.217,,,tertiary,roundabout,,,"LINESTRING (34.8759902 -19.8505216, 34.8760277 -19.8505325, 34.8760621 -19.8505504)"
31,567929927,567929925,44785081,True,,,,,32.562,,,residential,,,,"LINESTRING (34.8758154 -19.8505741, 34.8758303 -19.8502816)"
32,567929927,567929926,44785076,True,,,,,19.933,,,tertiary,roundabout,,,"LINESTRING (34.8758154 -19.8505741, 34.8758662 -19.8505382, 34.8759267 -19.85052, 34.8759902 -19.8505216)"
33,567929928,567929922,44785082,True,,,,,43.162,,,tertiary,,,,"LINESTRING (34.8754527 -19.8508448, 34.8757849 -19.8506145)"
34,567929928,567929916,473659365,False,,,,,65.822,,,tertiary,,,,"LINESTRING (34.8754527 -19.8508448, 34.8748553 -19.851031)"
35,567929929,1934771034,44785079,False,,,,,68.064,,,residential,,,,"LINESTRING (34.8755639 -19.8495268, 34.8757738 -19.8501062)"
36,567929929,1934771025,44785079,False,,,,,111.6,,,residential,,,,"LINESTRING (34.8755639 -19.8495268, 34.875216 -19.848578)"
37,567929929,1934771029,479185274,False,,,,,155.651,,,residential,,,,"LINESTRING (34.8755639 -19.8495268, 34.8769875 -19.8491188)"
38,567929930,4095037855,44785085,True,,,,,46.55,,,residential,,,,"LINESTRING (34.8761325 -19.8512336, 34.8759108 -19.8508706)"
39,567929930,567929931,473659364,False,,,,,30.187,,,residential,,,,"LINESTRING (34.8761325 -19.8512336, 34.8761912 -19.8514994)"
40,567929931,567929930,473659364,False,,,,,30.187,,,residential,,,,"LINESTRING (34.8761912 -19.8514994, 34.8761325 -19.8512336)"
41,567929931,568100513,479357220,False,,,,,35.972,,,residential,,,,"LINESTRING (34.8761912 -19.8514994, 34.876534 -19.8515257)"
42,567929931,567929917,479363810,False,,,,,174.776,,,residential,,,Avenida das FPLM,"LINESTRING (34.8761912 -19.8514994, 34.8753758 -19.8514255, 34.8745304 -19.8513266)"
43,567929934,568100513,479357218,False,,,,,114.629,,,residential,,,Rua Francisco Matange,"LINESTRING (34.8775892 -19.851247, 34.876534 -19.8515257)"
44,567929934,567929937,479357219,False,,,,,35.88,,,residential,,,,"LINESTRING (34.8775892 -19.851247, 34.8775705 -19.8515692)"
45,567929934,1833313104,489414621,False,,,,,206.076,,,residential,,,Rua Francisco Matange,"LINESTRING (34.8775892 -19.851247, 34.8794786 -19.8507212)"
46,567929937,567929934,479357219,False,,,,,35.88,,,residential,,,,"LINESTRING (34.8775705 -19.8515692, 34.8775892 -19.851247)"
47,567929937,568100513,479357220,False,,,,,108.513,,,residential,,,,"LINESTRING (34.8775705 -19.8515692, 34.876534 -19.8515257)"
48,567929937,567929945,44785091,False,,,,,443.884,,,residential,,,,"LINESTRING (34.8775705 -19.8515692, 34.8787475 -19.8516015, 34.8792878 -19.8516179, 34.8805356 -19.851592, 34.8811605 -19.8515491, 34.8818069 -19.8514734)"
49,567929939,4095037855,44785076,True,,,,,24.249000000000002,,,tertiary,roundabout,,,"LINESTRING (34.8761131 -19.8507931, 34.8760747 -19.8508339, 34.876025 -19.850862, 34.8759686 -19.8508746, 34.8759108 -19.8508706)"
50,567929939,567929930,44785092,True,,,,,49.047,,,residential,,,,"LINESTRING (34.8761131 -19.8507931, 34.8761153 -19.8510079, 34.8761325 -19.8512336)"
51,567929945,4095037841,44785091,False,,,,,52.296,,,residential,,,,"LINESTRING (34.8818069 -19.8514734, 34.8823004 -19.8513977)"
52,567929945,4095038392,407458651,False,,,,,91.243,,,residential,,,Rua Capitão Travassos Valdez,"LINESTRING (34.8818069 -19.8514734, 34.8809918 -19.8511809)"
53,567929945,567929937,44785091,False,,,,,443.884,,,residential,,,,"LINESTRING (34.8818069 -19.8514734, 34.8811605 -19.8515491, 34.8805356 -19.851592, 34.8792878 -19.8516179, 34.8787475 -19.8516015, 34.8775705 -19.8515692)"
54,567929948,2612440844,44785091,False,,,,,125.157,,,residential,,,,"LINESTRING (34.8849103 -19.8506447, 34.8837676 -19.8509789)"
55,567929948,5639860156,255563338,False,,,,,59.996,,,residential,,,,"LINESTRING (34.8849103 -19.8506447, 34.8847451 -19.850128)"
56,567929948,2612440760,44785091,False,,,,,234.58,,,residential,,,,"LINESTRING (34.8849103 -19.8506447, 34.8868602 -19.8500859, 34.887056 -19.8500304)"
57,567929948,663132505,52014471,False,,,,,87.99100000000001,parking_aisle,,service,,,,"LINESTRING (34.8849103 -19.8506447, 34.8849625 -19.8508402, 34.884964 -19.850873, 34.8849446 -19.8509127, 34.884874 -19.8509373, 34.8844315 -19.8510873)"
58,567929951,2612440760,44785091,False,,,,,163.747,,,residential,,,,"LINESTRING (34.8885341 -19.8495449, 34.887056 -19.8500304)"
59,567929951,1833313076,172425144,False,,,,,161.527,,,residential,,,,"LINESTRING (34.8885341 -19.8495449, 34.8880347 -19.8481703)"
60,567929951,567929953,44785091,False,,,,,167.291,,,residential,,,,"LINESTRING (34.8885341 -19.8495449, 34.8894821 -19.8490557, 34.8899341 -19.8488173)"
61,567929953,4095038450,44785091,False,,,,,166.782,,,residential,,,,"LINESTRING (34.8899341 -19.8488173, 34.8913147 -19.8480667)"
62,567929953,4723293870,685107622,False,,,,,10.887,,,residential,,,,"LINESTRING (34.8899341 -19.8488173, 34.8898817 -19.8487327)"
63,567929953,567929951,44785091,False,,,,,167.291,,,residential,,,,"LINESTRING (34.8899341 -19.8488173, 34.8894821 -19.8490557, 34.8885341 -19.8495449)"
64,567929954,1934770998,44785090,False,,,,,136.745,,,residential,,,,"LINESTRING (34.88912 -19.8468224, 34.8887411 -19.8456454)"
65,567929954,6419504870,820923407,False,,,60,,27.116,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.88912 -19.8468224, 34.8888713 -19.8468913)"
66,567929954,5639813342,820923407,False,,,60,,15.978,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.88912 -19.8468224, 34.8892661 -19.8467804)"
67,567929955,567929964,44785089,False,,,,,121.777,,,residential,,,Rua Alferes Augusto,"LINESTRING (34.894088 -19.8465019, 34.8937356 -19.8454581)"
68,567929955,568099160,44785091,False,,,,,56.137,,,residential,,,,"LINESTRING (34.894088 -19.8465019, 34.8945521 -19.8462483)"
69,567929955,1934771014,44785091,False,,,,,178.411,,,residential,,,,"LINESTRING (34.894088 -19.8465019, 34.8926131 -19.847308)"
70,567929956,567929960,44785086,False,,,,,85.673,,,residential,,,Rua Herois de Marracuene,"LINESTRING (34.8952884 -19.8458152, 34.8950674 -19.8450733)"
71,567929956,567929957,44785091,False,,,,,29.037,,,residential,,,,"LINESTRING (34.8952884 -19.8458152, 34.8955293 -19.8456854)"
72,567929956,568099424,44785091,False,,,,,50.829,,,residential,,,,"LINESTRING (34.8952884 -19.8458152, 34.8948814 -19.846065)"
73,567929957,5639948183,44785087,False,,,,,79.436,,,residential,,,Rua Herois de Marracuene,"LINESTRING (34.8955293 -19.8456854, 34.8952995 -19.8450045)"
74,567929957,567929958,44785091,False,,,,,175.992,,,residential,,,,"LINESTRING (34.8955293 -19.8456854, 34.896987 -19.8448948)"
75,567929957,567929956,44785091,False,,,,,29.037,,,residential,,,,"LINESTRING (34.8955293 -19.8456854, 34.8952884 -19.8458152)"
76,567929958,567929962,44785088,False,,,,,41.214,,,residential,,,Rua dos Descobrimentos,"LINESTRING (34.896987 -19.8448948, 34.8968822 -19.8445375)"
77,567929958,567929957,44785091,False,,,,,175.992,,,residential,,,,"LINESTRING (34.896987 -19.8448948, 34.8955293 -19.8456854)"
78,567929958,567929959,44785091,False,,,,,86.884,,,residential,,,,"LINESTRING (34.896987 -19.8448948, 34.8971848 -19.8447758, 34.8973334 -19.8446366, 34.897441 -19.8444807, 34.8975271 -19.8443229)"
79,567929959,567929962,820923407,False,,,60,,71.548,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.8975271 -19.8443229, 34.8968822 -19.8445375)"
80,567929959,567929958,44785091,False,,,,,86.88399999999999,,,residential,,,,"LINESTRING (34.8975271 -19.8443229, 34.897441 -19.8444807, 34.8973334 -19.8446366, 34.8971848 -19.8447758, 34.896987 -19.8448948)"
81,567929959,1934770968,44794760,False,,,60,,177.122,,,secondary,,,Rua Carlos Pereira,"LINESTRING (34.8975271 -19.8443229, 34.8976735 -19.8442782, 34.8977807 -19.8441989, 34.8980304 -19.8439068, 34.8986007 -19.8431288)"
82,567929960,567929956,44785086,False,,,,,85.673,,,residential,,,Rua Herois de Marracuene,"LINESTRING (34.8950674 -19.8450733, 34.8952884 -19.8458152)"
83,567929960,567929964,820923407,False,,,60,,145.719,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.8950674 -19.8450733, 34.8937356 -19.8454581)"
84,567929960,5639948183,820923407,False,,,60,,25.453,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.8950674 -19.8450733, 34.8952995 -19.8450045)"
85,567929960,1934770971,44785086,False,,,,,135.18,,,residential,,,Rua Herois de Marracuene,"LINESTRING (34.8950674 -19.8450733, 34.8949426 -19.8446589, 34.8948213 -19.8442814, 34.8947534 -19.8440858, 34.8946747 -19.8439164)"
86,567929962,567929958,44785088,False,,,,,41.214,,,residential,,,Rua dos Descobrimentos,"LINESTRING (34.8968822 -19.8445375, 34.896987 -19.8448948)"
87,567929962,1934770970,44785088,False,,,,,134.702,,,residential,,,Rua dos Descobrimentos,"LINESTRING (34.8968822 -19.8445375, 34.8965089 -19.8433781)"
88,567929962,5639948241,820923407,False,,,60,,88.282,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.8968822 -19.8445375, 34.8960779 -19.8447783)"
89,567929962,567929959,820923407,False,,,60,,71.548,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.8968822 -19.8445375, 34.8975271 -19.8443229)"
90,567929964,567929955,44785089,False,,,,,121.777,,,residential,,,Rua Alferes Augusto,"LINESTRING (34.8937356 -19.8454581, 34.894088 -19.8465019)"
91,567929964,1934770974,44785089,False,,,,,134.366,,,residential,,,Rua Alferes Augusto,"LINESTRING (34.8937356 -19.8454581, 34.8933721 -19.8442991)"
92,567929964,1934770999,820923407,False,,,60,,174.483,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.8937356 -19.8454581, 34.892139 -19.845913)"
93,567929964,567929960,820923407,False,,,60,,145.719,,,secondary,,,Ava Mártires da Revolução,"LINESTRING (34.8937356 -19.8454581, 34.8950674 -19.8450733)"
94,567932008,3930024331,44785318,True,,,,,199.073,,,tertiary,,,Avenida Samora Machel,"LINESTRING (34.8418513 -19.8334454, 34.8429032 -19.8319534)"
95,567932008,663133218,54172963,False,,,,,85.245,,,residential,,,,"LINESTRING (34.8418513 -19.8334454, 34.8411817 -19.8330084)"
96,567932013,3501006378,343220880,False,,,,,27.792,,,footway,,,,"LINESTRING (34.8436081 -19.8306052, 34.8438299 -19.8307428)"
97,567932013,567932028,44785317,True,,,,,10.713999999999999,,,trunk,roundabout,,Praça de Outubro,"LINESTRING (34.8436081 -19.8306052, 34.843642 -19.8305691, 34.8436825 -19.8305396)"
98,567932015,4094281313,44785317,True,,,,,13.352,,,trunk,roundabout,,Praça de Outubro,"LINESTRING (34.8438512 -19.8305013, 34.843972 -19.8305401)"
99,567932015,4095037803,407381861,True,N6,,,3,78.446,,,trunk,,,Avenida Massano de Amorim,"LINESTRING (34.8438512 -19.8305013, 34.844013 -19.8303165, 34.8442165 -19.8300551, 34.8443014 -19.8299376)"
100,567932019,567932021,44785317,True,,,,,9.545,,,trunk,roundabout,,Praça de Outubro,"LINESTRING (34.844092 -19.8308049, 34.8440592 -19.830885)"
101,567932019,776513485,104498606,True,,,,,46.521,,,tertiary,,,Armando Tivane,"LINESTRING (34.844092 -19.8308049, 34.8443383 -19.8309229, 34.844482 -19.8310054)"
102,567932021,3501006378,343220880,False,,,,,28.728,,,footway,,,,"LINESTRING (34.8440592 -19.830885, 34.8438299 -19.8307428)"
103,567932021,567932023,44785317,True,,,,,16.124000000000002,,,trunk,roundabout,,Praça de Outubro,"LINESTRING (34.8440592 -19.830885, 34.8440106 -19.8309413, 34.8439472 -19.8309825)"
104,567932023,3250274456,44785317,True,,,,,10.127,,,trunk,roundabout,,Praça de Outubro,"LINESTRING (34.8439472 -19.8309825, 34.8438542 -19.8310078)"
105,567932028,567932015,44785317,True,,,,,18.397,,,trunk,roundabout,,Praça de Outubro,"LINESTRING (34.8436825 -19.8305396, 34.8437635 -19.8305074, 34.8438512 -19.8305013)"
106,567932048,2141096631,44785313,True,,,,,38.984,,,tertiary,roundabout,,,"LINESTRING (34.8545717 -19.8480323, 34.8544896 -19.8480737, 34.8543988 -19.8480935, 34.8543057 -19.8480901, 34.8542168 -19.8480638)"
107,567933738,3984424122,44785544,False,,,,,73.865,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8405901 -19.8479147, 34.8403255 -19.8472988)"
108,567933738,1934233749,44785544,False,,,,,208.23999999999998,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8405901 -19.8479147, 34.8408357 -19.8481395, 34.8409644 -19.8482334, 34.8410789 -19.8482822, 34.8412125 -19.8483117, 34.8414011 -19.8483089, 34.8417368 -19.8482664, 34.8421894 -19.8481872, 34.8424192 -19.8481419)"
109,567933738,3984424121,183063141,False,,,,,263.752,,,residential,,,,"LINESTRING (34.8405901 -19.8479147, 34.839077 -19.8480415, 34.8389836 -19.8480152, 34.8389404 -19.8479658, 34.8389257 -19.8478322, 34.8390278 -19.8476532, 34.8391727 -19.8474211, 34.8392821 -19.8472724)"
110,567933740,762948422,60944892,False,,,,,62.302,,,residential,,,,"LINESTRING (34.8485743 -19.8481941, 34.848585 -19.8476339)"
111,567933740,663132007,44785544,False,,,,,161.349,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8485743 -19.8481941, 34.8474784 -19.847921, 34.847081 -19.8478301)"
112,567933740,1934244817,44785544,False,,,,,115.53800000000001,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8485743 -19.8481941, 34.8487793 -19.8482334, 34.8493118 -19.8482914, 34.849671 -19.8483029)"
113,567933744,663132008,52014439,False,,,,,21.789,,,residential,,,,"LINESTRING (34.8459604 -19.8477497, 34.8459521 -19.8475539)"
114,567933744,1934233747,44785544,False,,,,,139.767,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8459604 -19.8477497, 34.8452316 -19.8477729, 34.8446249 -19.847794)"
115,567933744,663132007,44785544,False,,,,,117.643,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8459604 -19.8477497, 34.8463731 -19.8477616, 34.846783 -19.8477921, 34.847081 -19.8478301)"
116,567933748,1934233749,44785544,False,,,,,76.56,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8431305 -19.8479793, 34.8424192 -19.8481419)"
117,567933748,1934233747,44785544,False,,,,,157.74900000000002,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8431305 -19.8479793, 34.8441547 -19.8478289, 34.8446249 -19.847794)"
118,567933748,1934233740,52014440,False,,,,,30.77,,,residential,,,Renato Batista,"LINESTRING (34.8431305 -19.8479793, 34.8431396 -19.8478375, 34.8431663 -19.8477052)"
119,567933751,567933752,478348669,False,,,,,48.322,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8401942 -19.8466175, 34.8397322 -19.8466149)"
120,567933751,762948423,478348670,False,,,,,80.293,,,residential,,,,"LINESTRING (34.8401942 -19.8466175, 34.8402159 -19.8458957)"
121,567933751,3984424122,44785544,False,,,,,77.10300000000001,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8401942 -19.8466175, 34.8402316 -19.8467399, 34.8402967 -19.8470786, 34.8403255 -19.8472988)"
122,567933751,1934233714,183063142,False,,,,,229.197,,,residential,,,,"LINESTRING (34.8401942 -19.8466175, 34.8417984 -19.8466397, 34.8423854 -19.8466401)"
123,567933752,567933751,478348669,False,,,,,48.322,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8397322 -19.8466149, 34.8401942 -19.8466175)"
124,567933752,3984424121,183063138,False,,,,,87.103,,,residential,,,,"LINESTRING (34.8397322 -19.8466149, 34.8396581 -19.8466945, 34.8392821 -19.8472724)"
125,567933752,762948421,478348668,False,,,,,82.613,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8397322 -19.8466149, 34.8397681 -19.8464523, 34.8397788 -19.8458755)"
126,567933754,1934244719,44785545,False,,,,,57.232,,,tertiary,,,,"LINESTRING (34.8470189 -19.8431737, 34.8474732 -19.8434606)"
127,567933754,1934244711,589205505,True,,,,,61.296,,,tertiary,,,,"LINESTRING (34.8470189 -19.8431737, 34.8467749 -19.843088, 34.8466485 -19.8430624, 34.8464544 -19.8430349)"
128,567933757,5626439066,478350184,False,,,,,177.01,,,residential,,,,"LINESTRING (34.838047 -19.838891, 34.8394931 -19.8397179)"
129,567933757,735175556,589213616,False,,,,,49.091,,,residential,,,Rua Pedro Álvares Cabral,"LINESTRING (34.838047 -19.838891, 34.8383343 -19.8385419)"
130,567933757,5626710680,60944889,False,,,,,156.998,,,residential,,,,"LINESTRING (34.838047 -19.838891, 34.8369138 -19.8381681, 34.8368054 -19.8380976)"
131,567933757,1934261206,183065772,False,,,,,56.117,,,residential,,,Rua 1 Dezembro,"LINESTRING (34.838047 -19.838891, 34.8378718 -19.8391786, 34.8377861 -19.8393319)"
132,567933758,735175650,44785549,False,,,,,65.844,,,tertiary,,,Rua Pedro Álvares Cabral,"LINESTRING (34.8386882 -19.8380391, 34.8390332 -19.8375438)"
133,567933758,735175583,60944885,False,,,,,66.83,,,residential,,,,"LINESTRING (34.8386882 -19.8380391, 34.8381672 -19.8376912)"
134,567933758,568013320,473658934,False,,,,,137.741,,,tertiary,,,,"LINESTRING (34.8386882 -19.8380391, 34.8398016 -19.8387006)"
135,567933758,735175556,589213616,False,,,,,67.052,,,residential,,,Rua Pedro Álvares Cabral,"LINESTRING (34.8386882 -19.8380391, 34.8383343 -19.8385419)"
136,567933759,663133209,44785549,False,,,,,55.445,,,tertiary,,,Rua Pedro Álvares Cabral,"LINESTRING (34.8396219 -19.836736, 34.8393252 -19.8371492)"
137,567933759,1934261195,44785546,True,,,,,60.742999999999995,,,tertiary,,,,"LINESTRING (34.8396219 -19.836736, 34.8397267 -19.8364399, 34.8397557 -19.8362073)"
138,567933763,567933765,44785548,True,,,,,15.609,,,tertiary,roundabout,,Praça da Juventude,"LINESTRING (34.8398555 -19.8359668, 34.8399213 -19.8359338, 34.8399945 -19.83592)"
139,567933765,567933769,44785548,True,,,,,35.431,,,tertiary,roundabout,,Praça da Juventude,"LINESTRING (34.8399945 -19.83592, 34.8400786 -19.835929, 34.8401551 -19.8359632, 34.8402156 -19.8360189, 34.8402535 -19.8360902)"
140,567933765,3931225465,44785553,True,,,,,45.563,,,tertiary,,,,"LINESTRING (34.8399945 -19.83592, 34.8402021 -19.8357529, 34.840263 -19.8357006, 34.8403094 -19.8356394)"
141,567933769,567933770,44785548,True,,,,,13.228,,,tertiary,roundabout,,Praça da Juventude,"LINESTRING (34.8402535 -19.8360902, 34.8402645 -19.8361487, 34.84026 -19.8362081)"
142,567933770,568013323,359898619,True,,,,,47.165,,,tertiary,,,,"LINESTRING (34.84026 -19.8362081, 34.8403795 -19.8366171)"
143,567933770,5624721182,44785548,True,,,,,28.842999999999996,,,tertiary,roundabout,,Praça da Juventude,"LINESTRING (34.84026 -19.8362081, 34.8402378 -19.8362694, 34.8401989 -19.836323, 34.8401464 -19.836365, 34.8400838 -19.8363923)"
144,567933772,1934261195,44785548,True,,,,,40.985,,,tertiary,roundabout,,Praça da Juventude,"LINESTRING (34.8400467 -19.8364003, 34.8399683 -19.8364002, 34.8398936 -19.8363778, 34.8398296 -19.8363353, 34.8397821 -19.8362767, 34.8397557 -19.8362073)"
145,567933772,567933759,52014441,True,,,,,58.059,,,tertiary,,,,"LINESTRING (34.8400467 -19.8364003, 34.8398426 -19.8365512, 34.8396219 -19.836736)"
146,567933774,4723019420,44785544,False,,,,,53.775000000000006,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8529615 -19.8480512, 34.8526583 -19.8481256, 34.8524621 -19.8481658)"
147,567933774,4722986088,44785547,False,,,,,47.417,,,residential,,,,"LINESTRING (34.8529615 -19.8480512, 34.8527446 -19.8479912, 34.8525425 -19.8478934)"
148,567933774,1934244808,44785555,True,,,,,56.248999999999995,,,residential,,,,"LINESTRING (34.8529615 -19.8480512, 34.8533061 -19.8479326, 34.8534674 -19.8478796)"
149,567933777,1934244817,44785544,False,,,,,113.742,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8507581 -19.848275, 34.849671 -19.8483029)"
150,567933777,1934244805,183063715,False,,,,,67.613,,,residential,,,,"LINESTRING (34.8507581 -19.848275, 34.8507668 -19.847667)"
151,567933777,4723019420,44785544,False,,,,,178.755,,,residential,,,Avenida Mateus Sansao Muthemba,"LINESTRING (34.8507581 -19.848275, 34.8518443 -19.8482303, 34.8522158 -19.8482, 34.8524621 -19.8481658)"
152,567933779,1934244771,44785545,False,,,,,38.034,,,tertiary,,,,"LINESTRING (34.8532433 -19.8470772, 34.8529412 -19.8468868)"
153,567933779,1934244794,44785557,True,,,,,45.078,,,tertiary,,,,"LINESTRING (34.8532433 -19.8470772, 34.8536218 -19.8472711)"
154,568013320,567933758,473658934,False,,,,,137.741,,,tertiary,,,,"LINESTRING (34.8398016 -19.8387006, 34.8386882 -19.8380391)"
155,568013320,663132015,473658934,False,,,,,216.134,,,tertiary,,,,"LINESTRING (34.8398016 -19.8387006, 34.8415234 -19.8397753)"
156,568013320,735175562,684839103,False,,,,,62.858,,,residential,,,,"LINESTRING (34.8398016 -19.8387006, 34.8401284 -19.8382262)"
157,568013320,663132017,684839103,False,,,,,66.044,,,residential,,,,"LINESTRING (34.8398016 -19.8387006, 34.8394512 -19.8391947)"
158,568013321,3931225461,44794258,True,,,,,19.413,,,unclassified,,,,"LINESTRING (34.8393405 -19.8357857, 34.839514 -19.8358477)"
159,568013321,568013326,473661407,False,,,,,93.651,,,unclassified,,,Rua Major Serpa,"LINESTRING (34.8393405 -19.8357857, 34.8390629 -19.8356238, 34.8389071 -19.8355378, 34.8387877 -19.8354521, 34.8385911 -19.8353261)"
